"sender","requestkey","data","code","result","creationtime"
k:ceb34ba50fc04f256aae929f0ed465c2b071660a31e596dbbe90632d7427c03b,WWp29s8Pibb970i8y_b3mEWGqjudDJif0BHSp9scoCo,"{""user-ks"": {""keys"": [""ceb34ba50fc04f256aae929f0ed465c2b071660a31e596dbbe90632d7427c03b""], ""pred"": ""keys-all""}, ""token0Amount"": 0.075122780001, ""token1Amount"": 104128.39342678258, ""token0AmountWithSlippage"": 0.075874007801, ""token1AmountWithSlippage"": 103087.10949251476}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin n_19fe4385fca9b23474c6d91d188392405709615b.Enzocoin]\n            \""k:ceb34ba50fc04f256aae929f0ed465c2b071660a31e596dbbe90632d7427c03b\""\n            \""k:ceb34ba50fc04f256aae929f0ed465c2b071660a31e596dbbe90632d7427c03b\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""error"": {""info"": ""coin.debit.{klFkrLfpyLW-M3xjVPSdqXEMgxPPJibRt_D6qiBws6s}:0"", ""type"": ""TxFailure"", ""message"": ""Insufficient funds"", ""callStack"": []}, ""status"": ""failure""}","1749150207"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,ch8QqsfYNDRnzQS_2tM-kWuBaZ3N0WTfAcjz_cCZLIQ,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 5999.9, ""out-amount"": 81.45928}","""(kaddex.exchange.swap-exact-in (read-decimal 'in-amount) (read-decimal 'out-amount) [free.crankk01 coin] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" (read-keyset 'keyset))""","{""data"": [{""token"": ""free.crankk01"", ""amount"": 5999.9}, {""token"": ""coin"", ""amount"": 81.540827086497}], ""status"": ""success""}","1749151145"
k:b46e0140cf675d78c3b88953a5942c737e1f330ff700bbda741fff85fd5ffa78,IkJlEmsEtpvdhymSQpTbeh_J39m3RQsc4GerWmf4GlM,"{""a"": 78710, ""b"": 898.516328818003, ""ks"": {""keys"": [""b46e0140cf675d78c3b88953a5942c737e1f330ff700bbda741fff85fd5ffa78""], ""pred"": ""keys-all""}}","""(kaddex.exchange.swap-exact-in (read-decimal 'a) (read-decimal 'b) [free.crankk01 coin] \""k:b46e0140cf675d78c3b88953a5942c737e1f330ff700bbda741fff85fd5ffa78\"" \""k:b46e0140cf675d78c3b88953a5942c737e1f330ff700bbda741fff85fd5ffa78\"" (read-keyset 'ks))""","{""data"": [{""token"": ""free.crankk01"", ""amount"": 78710}, {""token"": ""coin"", ""amount"": 898.606189436946}], ""status"": ""success""}","1749151245"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,jgS8zRmhZnc73u30LroUemEK7cTDeFyFmAOHVKg6aoE,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 30.03, ""out-amount"": 3202.78176}","""(kaddex.exchange.swap-exact-out (read-decimal 'out-amount) (read-decimal 'in-amount) [coin free.crankk01] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\""(read-keyset 'keyset)) ""","{""data"": [{""token"": ""coin"", ""amount"": 29.999999984044}, {""token"": ""free.crankk01"", ""amount"": 3202.78176}], ""status"": ""success""}","1749151747"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,WHx3h4fpehdTOWmTnN1Rvxok1HCydOD-D4uSuk19aiU,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""b7dc2494988d19be5710a8e09a03b3b4088c7071602b5d1a531cebc8009a51e6""], ""pred"": ""keys-all""}}","""      (\n        kaddex.exchange.swap-exact-in\n        882.88375169\n        425.729036027916\n        [runonflux.flux coin]\n        \""k:b7dc2494988d19be5710a8e09a03b3b4088c7071602b5d1a531cebc8009a51e6\""\n        \""k:b7dc2494988d19be5710a8e09a03b3b4088c7071602b5d1a531cebc8009a51e6\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        runonflux.flux.transfer-create\n        \""k:b7dc2494988d19be5710a8e09a03b3b4088c7071602b5d1a531cebc8009a51e6\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 6.22375252)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749120147"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,QkTWzAjZS7wLE9r4ARxanvA0MDdoitKSuKvFXbRktUo,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""b7dc2494988d19be5710a8e09a03b3b4088c7071602b5d1a531cebc8009a51e6""], ""pred"": ""keys-all""}}","""      (\n        kaddex.exchange.swap-exact-in\n        39.4474511\n        19.294396454307\n        [runonflux.flux coin]\n        \""k:b7dc2494988d19be5710a8e09a03b3b4088c7071602b5d1a531cebc8009a51e6\""\n        \""k:b7dc2494988d19be5710a8e09a03b3b4088c7071602b5d1a531cebc8009a51e6\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        runonflux.flux.transfer-create\n        \""k:b7dc2494988d19be5710a8e09a03b3b4088c7071602b5d1a531cebc8009a51e6\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.2780787)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749120406"
k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf,is1Vu3vnPnICOKL_Pe5mOR99mdH1sxyRL7VvRIb8yUs,"{""user-ks"": {""keys"": [""2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf""], ""pred"": ""keys-all""}, ""token0Amount"": 200, ""token1Amount"": 0.107716336261, ""token0AmountWithSlippage"": 202, ""token1AmountWithSlippage"": 0.106639172898}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin n_582fed11af00dc626812cd7890bb88e72067f28c.bro]\n            \""k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf\""\n            \""k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 200}, {""token"": ""n_582fed11af00dc626812cd7890bb88e72067f28c.bro"", ""amount"": 0.107681190437}], ""status"": ""success""}","1749146192"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,msoDFkEmoY_Jr4FiI--NSiTJHjjeQX7FkebhRVrVzVU,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""37aa1c4aac7e6e395c51557a58508ea2188f1900f9e53923d4fe78b01a571c0e""], ""pred"": ""keys-all""}}","""      (\n        kaddex.exchange.swap-exact-in\n        0.006894235679\n        0.000000000327\n        [free.kapybara-token coin]\n        \""k:37aa1c4aac7e6e395c51557a58508ea2188f1900f9e53923d4fe78b01a571c0e\""\n        \""k:37aa1c4aac7e6e395c51557a58508ea2188f1900f9e53923d4fe78b01a571c0e\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        free.kapybara-token.transfer-create\n        \""k:37aa1c4aac7e6e395c51557a58508ea2188f1900f9e53923d4fe78b01a571c0e\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.000048599848)""","{""error"": {""info"": ""kaddex.exchange.swap-exact-in.{cNPjszeIeh00mmnYufcRNL1-Kn_cYOtOUsFBNwejXf8}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-in: insufficient output amount 0.000000000324"", ""callStack"": []}, ""status"": ""failure""}","1749141748"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,jtGPM6qmzgRsly9nmZA-tDQD0N4OQPqBGLFYFT1uzjo,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""a344f018e4c0faefabe82d588f09f111482846534f09c93d7ad4491fe5e34e72""], ""pred"": ""keys-all""}}","""      (\n        kaddex.exchange.swap-exact-in\n        43.692\n        0.019263006258\n        [coin n_582fed11af00dc626812cd7890bb88e72067f28c.bro]\n        \""k:a344f018e4c0faefabe82d588f09f111482846534f09c93d7ad4491fe5e34e72\""\n        \""k:a344f018e4c0faefabe82d588f09f111482846534f09c93d7ad4491fe5e34e72\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        coin.transfer-create\n        \""k:a344f018e4c0faefabe82d588f09f111482846534f09c93d7ad4491fe5e34e72\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.308)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749142055"
k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a,zwcUt01MbnOuuORfhYbjaApbK9cc4FRjRvQiCGdOaDY,"{""user-ks"": {""keys"": [""279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a""], ""pred"": ""keys-all""}, ""token0Amount"": 40, ""token1Amount"": 58782760012.38033, ""token0AmountWithSlippage"": 40.12, ""token1AmountWithSlippage"": 58606411732.34319}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin free.kishu-ken]\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 40}, {""token"": ""free.kishu-ken"", ""amount"": {""decimal"": ""58782760012.380318442200""}}], ""status"": ""success""}","1749145998"
k:9b6a72333df4a33006fb35e6a4e0382008e5be158b53eee4646605691a26c9b6,lhuaIggGCmFOW7bVW4nKCJL8XxXHLOYnOY9s-MfmBOk,"{""user-ks"": {""keys"": [""9b6a72333df4a33006fb35e6a4e0382008e5be158b53eee4646605691a26c9b6""], ""pred"": ""keys-all""}, ""token0Amount"": 250, ""token1Amount"": 0.129692221392, ""token0AmountWithSlippage"": 262.5, ""token1AmountWithSlippage"": 0.123207610322}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin n_582fed11af00dc626812cd7890bb88e72067f28c.bro]\n            \""k:9b6a72333df4a33006fb35e6a4e0382008e5be158b53eee4646605691a26c9b6\""\n            \""k:9b6a72333df4a33006fb35e6a4e0382008e5be158b53eee4646605691a26c9b6\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 250}, {""token"": ""n_582fed11af00dc626812cd7890bb88e72067f28c.bro"", ""amount"": 0.123481362512}], ""status"": ""success""}","1749146588"
k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a,R4pRXupfYOk67SXaN5ocoD29Cz5c8IsKEclM2fJrwo0,"{""user-ks"": {""keys"": [""279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a""], ""pred"": ""keys-all""}, ""token0Amount"": 58782760012, ""token1Amount"": 39.760976568766, ""token0AmountWithSlippage"": 58959108292.035995, ""token1AmountWithSlippage"": 39.641693639059}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [free.kishu-ken coin]\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""free.kishu-ken"", ""amount"": 58782760012}, {""token"": ""coin"", ""amount"": 39.760976568766}], ""status"": ""success""}","1749146088"
k:7b9c8a048b89df9b3bc57d6e133381b094030c93fa3b1dfb3b653a42b0c1d50e,"3oUYMgHl6taXZXQH6CKCdvpTwy5yDdfYlrrV5rSRlOo","{""k"": {""keys"": [""76390ee8a4bfe0005664cd619b14ddd4635271144b9428292e65ba041ec921c1""], ""pred"": ""keys-all""}}","""(kaddex.exchange.swap-exact-in 163.200000000000 0.092580170108 [coin  , n_582fed11af00dc626812cd7890bb88e72067f28c.bro] \""k:76390ee8a4bfe0005664cd619b14ddd4635271144b9428292e65ba041ec921c1\""  \""k:76390ee8a4bfe0005664cd619b14ddd4635271144b9428292e65ba041ec921c1\"" (read-keyset 'k))""","{""data"": [{""token"": ""coin"", ""amount"": 163.2}, {""token"": ""n_582fed11af00dc626812cd7890bb88e72067f28c.bro"", ""amount"": 0.094405664459}], ""status"": ""success""}","1749146197"
k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf,"0by787nlZVeBMm_1lgai-hSAcy9e1mJ2cn2AWlx9Ft8","{""user-ks"": {""keys"": [""2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf""], ""pred"": ""keys-all""}, ""token0Amount"": 200, ""token1Amount"": 0.115430978685, ""token0AmountWithSlippage"": 202, ""token1AmountWithSlippage"": 0.114276668898}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin n_582fed11af00dc626812cd7890bb88e72067f28c.bro]\n            \""k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf\""\n            \""k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""error"": {""info"": ""kaddex.exchange.swap-exact-in.{cNPjszeIeh00mmnYufcRNL1-Kn_cYOtOUsFBNwejXf8}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-in: insufficient output amount 0.107716336261"", ""callStack"": []}, ""status"": ""failure""}","1749146123"
k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a,HfQbgi479YRHyMggGwa3k9YUJ-EskkesAa1frHxQmo8,"{""user-ks"": {""keys"": [""279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a""], ""pred"": ""keys-all""}, ""token0Amount"": 40, ""token1Amount"": 58781850826.9785, ""token0AmountWithSlippage"": 40.12, ""token1AmountWithSlippage"": 58605505274.49757}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin free.kishu-ken]\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 40}, {""token"": ""free.kishu-ken"", ""amount"": {""decimal"": ""58781850826.978492058420""}}], ""status"": ""success""}","1749146147"
k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf,BZ8g_UDFXNpnkRac7EbnEkaJ6x6SIKqt5ch9l3MwsuM,"{""user-ks"": {""keys"": [""2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf""], ""pred"": ""keys-all""}, ""token0Amount"": 0.107681190437, ""token1Amount"": 216.941290006847, ""token0AmountWithSlippage"": 0.108758002341, ""token1AmountWithSlippage"": 214.771877106778}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [n_582fed11af00dc626812cd7890bb88e72067f28c.bro coin]\n            \""k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf\""\n            \""k:2652d1604d6986f9390163b03684074f185f02016b1be54264cc20c0d06861cf\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""n_582fed11af00dc626812cd7890bb88e72067f28c.bro"", ""amount"": 0.107681190437}, {""token"": ""coin"", ""amount"": 216.941290006847}], ""status"": ""success""}","1749146646"
k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a,b30-T2v1NdnL-MG6g5t3h2N9MJ0SGhFOPAfeRaLf-B0,"{""user-ks"": {""keys"": [""279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a""], ""pred"": ""keys-all""}, ""token0Amount"": 58781850827.35881, ""token1Amount"": 39.760976559743, ""token0AmountWithSlippage"": 58958196379.84087, ""token1AmountWithSlippage"": 39.641693630063}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [free.kishu-ken coin]\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""free.kishu-ken"", ""amount"": 58781850827.35881}, {""token"": ""coin"", ""amount"": 39.760976559743}], ""status"": ""success""}","1749146703"
k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a,zyvdFtn9_KUauwArEfsbVpG9eWeNYW2VuvBMyMxioN8,"{""user-ks"": {""keys"": [""279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a""], ""pred"": ""keys-all""}, ""token0Amount"": 40, ""token1Amount"": 58780941669.668396, ""token0AmountWithSlippage"": 40.12, ""token1AmountWithSlippage"": 58604598844.65939}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin free.kishu-ken]\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            \""k:279176bc553dc28ec5948f3f21ab4bb6c3367a5b5d23f8f91656f8216b83890a\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 40}, {""token"": ""free.kishu-ken"", ""amount"": {""decimal"": ""58780941669.668381614390""}}], ""status"": ""success""}","1749146800"
k:d4672e744095e54a1e3245c1c0f2361a925965a5df3504ef5d4e431e1c28071f,"1neJH3SYlxJ2u71HMm-kJAUjDtRVmLL9OyJGIZhAkHA","{""user-ks"": {""keys"": [""d4672e744095e54a1e3245c1c0f2361a925965a5df3504ef5d4e431e1c28071f""], ""pred"": ""keys-all""}, ""token0Amount"": 664.332585182985, ""token1Amount"": 1300, ""token0AmountWithSlippage"": 670.975911034814, ""token1AmountWithSlippage"": 1287}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin runonflux.flux]\n            \""k:d4672e744095e54a1e3245c1c0f2361a925965a5df3504ef5d4e431e1c28071f\""\n            \""k:d4672e744095e54a1e3245c1c0f2361a925965a5df3504ef5d4e431e1c28071f\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 664.332585182986}, {""token"": ""runonflux.flux"", ""amount"": 1300}], ""status"": ""success""}","1749151359"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,YZzOY2DtQ8OVgvEx4BYmQmrpwgsDTXU6TXZiv3BZmF4,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 333.1, ""out-amount"": 172.72075}","""(kaddex.exchange.swap-exact-in (read-decimal 'in-amount) (read-decimal 'out-amount) [runonflux.flux coin] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" (read-keyset 'keyset))""","{""data"": [{""token"": ""runonflux.flux"", ""amount"": 333.1}, {""token"": ""coin"", ""amount"": 172.893647898905}], ""status"": ""success""}","1749151425"
k:5d96a61871e582fb285a5b7fda79f1925bc0f68745f7a3a0ebea71d094f2718b,U2gF01xdLih6Eb2JRGe__THjrJveTi4U9CFzDD15p-A,"{""a"": 684.48, ""b"": 346.67486, ""c"": {""keys"": [""5d96a61871e582fb285a5b7fda79f1925bc0f68745f7a3a0ebea71d094f2718b""], ""pred"": ""keys-all""}}","""(kaddex.exchange.swap-exact-in (read-decimal 'a) (read-decimal 'b) [runonflux.flux coin] \""k:5d96a61871e582fb285a5b7fda79f1925bc0f68745f7a3a0ebea71d094f2718b\"" \""k:5d96a61871e582fb285a5b7fda79f1925bc0f68745f7a3a0ebea71d094f2718b\"" (read-keyset 'c))""","{""data"": [{""token"": ""runonflux.flux"", ""amount"": 684.48}, {""token"": ""coin"", ""amount"": 347.29915501995}], ""status"": ""success""}","1749151535"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,N-E1VNNQAMit3pl_LnsNyj3Lf0KxdYxsIJEkpMhs-fE,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 10000, ""token1Amount"": 94.298394446214, ""token0AmountWithSlippage"": 10100, ""token1AmountWithSlippage"": 93.355410501751}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [free.crankk01 coin]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""error"": {""info"": ""kaddex.exchange.swap-exact-in.{cNPjszeIeh00mmnYufcRNL1-Kn_cYOtOUsFBNwejXf8}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-in: insufficient output amount 91.959579940526"", ""callStack"": []}, ""status"": ""failure""}","1749151725"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,rb5Mbh7azJiq6p6CkTTSK2u60pk2-PjrbzcJYOvkp8o,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 10000, ""token1Amount"": 85.552714508813, ""token0AmountWithSlippage"": 10100, ""token1AmountWithSlippage"": 84.697187363724}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [free.crankk01 coin]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""free.crankk01"", ""amount"": 10000}, {""token"": ""coin"", ""amount"": 85.552714508813}], ""status"": ""success""}","1749151939"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,Zp8X0rgse7VRQQxgLTHxtYsS9jTshSKRzC5CMhMPNuw,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 10000, ""token1Amount"": 85.552714508813, ""token0AmountWithSlippage"": 10100, ""token1AmountWithSlippage"": 84.697187363724}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [free.crankk01 coin]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""error"": {""info"": ""kaddex.exchange.swap-exact-in.{cNPjszeIeh00mmnYufcRNL1-Kn_cYOtOUsFBNwejXf8}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-in: insufficient output amount 84.357240221997"", ""callStack"": []}, ""status"": ""failure""}","1749151955"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,C-30_d4u3NICwj8rBQofg4kPKtev02BT0yIzAR1VUqw,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 53.14376, ""out-amount"": 5999.9}","""(kaddex.exchange.swap-exact-out (read-decimal 'out-amount) (read-decimal 'in-amount) [coin free.crankk01] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\""(read-keyset 'keyset)) ""","{""data"": [{""token"": ""coin"", ""amount"": 51.272712491535}, {""token"": ""free.crankk01"", ""amount"": 5999.9}], ""status"": ""success""}","1749151982"
k:b46e0140cf675d78c3b88953a5942c737e1f330ff700bbda741fff85fd5ffa78,UJvTHQilIo6gdiGpm0pBRouPB2b2ftShb6jX-rwqJ-A,"{""a"": 126.499108786667, ""b"": 14575.5423, ""ks"": {""keys"": [""b46e0140cf675d78c3b88953a5942c737e1f330ff700bbda741fff85fd5ffa78""], ""pred"": ""keys-all""}}","""(kaddex.exchange.swap-exact-in (read-decimal 'a) (read-decimal 'b) [coin free.crankk01] \""k:b46e0140cf675d78c3b88953a5942c737e1f330ff700bbda741fff85fd5ffa78\"" \""k:b46e0140cf675d78c3b88953a5942c737e1f330ff700bbda741fff85fd5ffa78\"" (read-keyset 'ks))""","{""error"": {""info"": ""kaddex.exchange.swap-exact-in.{cNPjszeIeh00mmnYufcRNL1-Kn_cYOtOUsFBNwejXf8}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-in: insufficient output amount 14274.188759220575"", ""callStack"": []}, ""status"": ""failure""}","1749152057"
